formula,activity,"length, nm","width, nm","depth, nm",pol,surf,"Km, mM","Vmax, mM/s",ReactionType,"C min, mM","C max, mM","C(const), mM",Ccat(mg/mL),ph,"temp, °C",Zpotential,"SurfaceArea, m^2/g ",id
Au,peroxidase,3.79,3.79,3.79,,,100.0,100.0,H2O2+TMB,0.0,500.0,0.8,,4.0,37.0,33.0,,11124
Au-MoS2,peroxidase,13.0,13.0,13.0,,Sodium dodecylbenzenesulfonate,,,TMB+H2O2,1.25,,2.21,0.02,7.0,37.0,,,11125
Au-MoS2,peroxidase,13.0,13.0,13.0,,Sodium dodecylbenzenesulfonate,,,H2O2+TMB,2.21,,1.25,0.02,7.0,37.0,,,11126
Pt-Ce6,catalase,71.5,71.5,71.5,poly(ethylene oxide),CTAB,,,H2O2,0.0625,1.0,,0.025,5.0-7.0,37.0,-11.2,,11127
V2O5,peroxidase,,100.0,,,,0.0004,280.7,ABTS+H2O2,0.0,0.68,1.0,0.02,4,25.0,,,11128
V2O5,peroxidase,,100.0,,,,0.0029,280.7,H2O2+ABTS,0.0,1.0,0.68,0.02,4,25.0,,,11129
Fe3O4,peroxidase,100.0,100.0,100.0,,,2.59,5.240000000000001e-06,TMB+H2O2,0.0,1.0,10.0,0.02,4.0,28.0,,,11130
Fe3O4,peroxidase,100.0,100.0,100.0,,,0.9,4.45e-06,TMB+H2O2,0.0,1.0,10.0,0.02,4.0,28.0,,,11131
Fe3O4,peroxidase,100.0,100.0,100.0,,,170.65,1.365e-05,H2O2+TMB,0.0,20.0,1.0,0.02,4.0,28.0,,,11132
Fe3O4,peroxidase,100.0,100.0,100.0,,,59.34,9.33e-06,H2O2+TMB,0.0,20.0,1.0,0.02,4.0,28.0,,,11133
Fe3O4,peroxidase,100.0,100.0,100.0,,,1.83,3.95e-06,TMB+H2O2,0.0,1.0,10.0,0.02,4.0,28.0,,,11134
Fe3O4,peroxidase,100.0,100.0,100.0,,,0.59,3.85e-06,TMB+H2O2,0.0,1.0,10.0,0.02,4.0,28.0,,,11135
Fe3O4,peroxidase,100.0,100.0,100.0,,,48.54,4.96e-06,H2O2+TMB,0.0,20.0,1.0,0.02,4.0,28.0,,,11136
Fe3O4,peroxidase,100.0,100.0,100.0,,,25.58,6.190000000000001e-06,H2O2+TMB,0.0,20.0,1.0,0.02,4.0,28.0,,,11137
MnO2,oxidase,1.5,1.5,1.5,,,,,TMB+H2O2,0.0,213.3,66.7,,4.5,25.0,,,11138
MnO2,oxidase,1.5,1.5,1.5,,,,,H2O2+TMB,0.0,66.7,213.3,,4.5,25.0,,,11139
Au,peroxidase,8.649999999999999,8.649999999999999,8.649999999999999,,,,,TMB+H2O2,0.5,10.0,8000.0,,4.0,45.0,-15.2,,11140
Au@Pt,peroxidase,54.9,54.9,54.9,BSA,,5.75,0.00128,TMB+H2O2,2.0,120.0,2.0,,4.0,25.0,-25.0,,11141
Au@Pt,peroxidase,54.9,54.9,54.9,BSA,,,,H2O2+TMB,2.0,120.0,2.0,,4.0,25.0,-25.0,,11142
NiS2,peroxidase,124.345,124.345,124.345,poly(N-Vinylpyrrolidone),Ethylene glycol,3.64,,TMB+H2O2,0.0,1.0,0.5,0.02,7.4,25.0,-9.8,,11143
NiS2,peroxidase,124.345,124.345,124.345,poly(N-Vinylpyrrolidone),Ethylene glycol,3.64,,H2O2+TMB,0.0,1.0,0.5,0.02,7.4,45.0,-9.8,,11144
Fe2O3,peroxidase,50.0,50.0,50.0,,,,,OPD + H2O2,,,,,1,25.0,,45.374,11145
Fe2O3,peroxidase,130.0,,,,CTAB,7.69,0.00112,OPD + H2O2,,,,1.0,1,25.0,,69.174,11146
Fe3O4,peroxidase,16.0,16.0,16.0,,,,,ABTS + H2O2,0.01,0.2,60.0,,4,40.0,,273.0,11147
Fe3O4,peroxidase,16.0,16.0,16.0,,,0.05,0.001,H2O2 + ABTS,0.01,0.2,60.0,,4,40.0,,273.0,11148
CeO2,catalase,20.0,20.0,20.0,poly(ethylene oxide),,,,,,,,,,,,,11149
PdPt,peroxidase,5005.0,10.0,,poly(N-Vinylpyrrolidone),,0.021,,TMB+H2O2,,,4.4,,4.0,40.0,,,11150
PdPt,peroxidase,,,,,,0.01,,TMB+H2O2,,,2.2,,4.0,40.0,,,11151
PdPt,peroxidase,5005.0,10.0,,poly(N-Vinylpyrrolidone),,,,H2O2+TMB,,,,,,,,,11152
PdPt,peroxidase,,,,,,,,H2O2+TMB,,,,,,,,,11153
Pd,peroxidase,8.4,8.4,8.4,,,0.172,0.0034,TMB + H2O2,0.025,0.5,50.0,0.00025,4,35.0,,,11154
Pd,peroxidase,8.4,8.4,8.4,,,21.0,0.0046,H2O2 + TMB,5.0,200.0,0.5,0.00025,4,35.0,,,11155
Fe3O4,peroxidase,300.0,300.0,300.0,,,,,TMB+H2O2,0.01,0.1,5.0,0.1,5.0,25.0,,,11156
Fe3O4,peroxidase,300.0,300.0,300.0,,,,,H2O2+TMB,0.01,0.1,5.0,0.1,5.0,25.0,,,11157
Au-C/SiO2,peroxidase,10.0,10.0,10.0,,CTAB,0.07,2.7e-06,H2O2+TMB,0.0,100.0,1.0,0.2,4,40.0,,,11158
Au-C/SiO2,peroxidase,10.0,10.0,10.0,,CTAB,7.1,0.0007199999999999,TMB+H2O2,0.0,10.0,10.0,0.2,4,40.0,,,11159
Fe3O4@C/Ni,peroxidase,,235.0,,poly(dopamine),,0.1,3.9e-05,TMB+H2O2,0.05,0.2,0.1,0.1,4.0,50.0,,77.1,11160
Fe3O4@C/Ni,peroxidase,,235.0,,poly(dopamine),,0.059,3.62e-05,H2O2+TMB,0.001,2.0,0.05,0.02,4.0,50.0,,77.1,11161
Fe2O3,peroxidase,,,,,,0.02,0.0001,H2O2+TMB,0.0002,0.01,1.0,0.5,4.0,45.0,,122.0,11162
Fe2O3,peroxidase,,,,,,0.02,0.0001,TMB+H2O2,0.0005,0.01,50.0,0.5,4.0,45.0,,122.0,11163
Ag,peroxidase,,,,,,,,,,,,,,,,,11164
Au,peroxidase,13.0,13.0,13.0,,Sodium citrate,,,TMB+H2O2,0.01,0.1,10.0,,3,25.0,,,11165
Au/Ag,peroxidase,80.0,80.0,80.0,,Ascorbic acid,,,TMB+H2O2,0.01,0.1,10.0,,3,25.0,,,11166
Au,peroxidase,13.0,13.0,13.0,,Sodium citrate,0.05,0.001,H2O2+TMB,0.01,0.1,10.0,,3,25.0,,,11167
Au/Ag,peroxidase,80.0,80.0,80.0,,Ascorbic acid,0.05,0.001,H2O2+TMB,0.01,0.1,10.0,,3,25.0,,,11168
Ag2S@CeO2,peroxidase,1500.0,1500.0,1500.0,,,4.0,,H2O2+TMB,1.0,10.0,0.1,0.5,4,25.0,,,11169
Ag2S@CeO2,peroxidase,1500.0,1500.0,1500.0,,,0.05,,TMB+H2O2,0.01,0.1,35.0,0.5,4,55.0,,,11170
Au,peroxidase,5.0,5.0,5.0,poly(glycidol),,777.8,,H2O2+ABTS,25.0,1000.0,2.0,,3.0,25.0,,,11171
Au,peroxidase,5.0,5.0,5.0,poly(glycidol),,682.8,,H2O2+TMB,25.0,1000.0,1.0,,4.5,25.0,,,11172
Au,peroxidase,5.0,5.0,5.0,poly(glycidol),,205.8,,H2O2+OPD,25.0,1000.0,1.0,,5.0,25.0,,,11173
Au,peroxidase,5.0,5.0,5.0,poly(glycidol),,62.8,,H2O2+BPR,25.0,1000.0,0.08,,6.5,25.0,,,11174
Au,peroxidase,5.0,5.0,5.0,poly(glycidol),,109.0,,H2O2+PhOH,25.0,1000.0,100.0,,8.5,25.0,,,11175
Co4N,peroxidase,100.0,100.0,100.0,,,0.273,,TMB+H2O2,0.01,500.0,30.0,0.01,4,35.0,,,11176
Co4N,peroxidase,100.0,100.0,100.0,,,0.273,,H2O2+TMB,0.001,0.1,0.8,0.01,4,35.0,,,11177
CuO,peroxidase,25.0,25.0,25.0,,,0.14,,TMB+H2O2,0.0,15.0,15.0,,4.0,25.0,,18.0,11178
CuO,peroxidase,25.0,25.0,25.0,,,0.14,,H2O2+TMB,0.0,15.0,0.3,,4.0,25.0,,18.0,11179
Cu,peroxidase,4.5,4.5,4.5,,,14.26,2.33,H2O2+OPD,10.0,,,,,30.0,,,11180
CdS,peroxidase,65.0,6.0,,,,,,,,,,,,,,,11181
Au@CeO2,peroxidase,,,,,CTAB,0.061,1.51e-06,TMB+H2O2,0.001,0.01,100.0,,3-7.4,25.0,,,11182
Au@CeO2,peroxidase,,,,,CTAB,0.207,3.82e-06,TMB+H2O2,0.001,0.01,100.0,,3-7.4,25.0,,,11183
Au@CeO2,peroxidase,,,,,CTAB,0.007,8.259999999999999e-06,H2O2+TMB,0.001,0.01,100.0,,3-7.4,25.0,,,11184
Au@CeO2,peroxidase,,,,,CTAB,0.006,1.334e-05,H2O2+TMB,0.001,0.01,100.0,,3-7.4,25.0,,,11185
V2O3,peroxidase,47.0,47.0,47.0,,,0.067,0.00029,ABTS+H2O2,0.001,0.6,1.0,,4.0,40.0,,,11186
V2O3,peroxidase,47.0,47.0,47.0,,,0.16,0.00029,H2O2+ABTS,0.01,10.0,0.6,,4.0,40.0,,,11187
Pt,peroxidase,22.0,22.0,22.0,,Sodium citrate,,,TMB+H2O2,,,1.0,0.03,3-10,37.0,-25.0,,11188
Pt,peroxidase,22.0,22.0,22.0,,Sodium citrate,0.05,0.001,H2O2+TMB,,,,0.03,3-10,37.0,-25.0,,11189
Cu2[Fe(CN)6],oxidase,100.0,100.0,100.0,,,0.09,0.0257,GSH,0.0,0.9,,,,37.0,,,11190
Cu2[Fe(CN)6],peroxidase,100.0,100.0,100.0,,,100.0,0.0172,H2O2+TMB,0.0,1000.0,10.0,0.02,,37.0,,,11191
Cu2[Fe(CN)6],peroxidase,100.0,100.0,100.0,,,100.0,0.0114,H2O2+TMB,0.0,1000.0,10.0,0.02,,37.0,,,11192
Ru@CeO2,catalase,70.0,70.0,70.0,poly(ethylene glycol),,,,H2O2,,,,,7.4,37.0,,81.3,11193
C,peroxidase,,,,,,0.12,1.2,TMB+H2O2,0.00025,0.02,25.0,0.005,4.5,37.0,,1000.0,11194
C,peroxidase,,,,,,0.12,1.2,H2O2+TMB,0.00025,0.02,0.625,0.005,4.5,37.0,,1000.0,11195
Au,peroxidase,20.0,20.0,20.0,,Sodium citrate,,,TMB+H2O2,,,,,,22.0,,,11196
MoS2,peroxidase,2000.0,750.0,,,,,,DPD+H2O2,0.02,0.14,10.0,0.175,5.5,33.0,,,11197
Pt,peroxidase,,,,poly(N-Vinylpyrrolidone),,,,,,,,,,,,,11198
CeO2/NiO,peroxidase,,,,,,0.05,0.001,TMB+H2O2,0.05,40.0,50.0,0.1,4.5,40.0,,203.6,11199
CeO2/NiO,peroxidase,,,,,,0.05,0.001,H2O2+TMB,0.05,40.0,50.0,0.1,4.5,40.0,,203.6,11200
C9H11NOSe,peroxidase,,,,,,2.47,9.106666666666666,H2O2+TMB,,,1.6,,7.5,21.0,,,11201
Au,peroxidase,10.0,10.0,10.0,,,0.75,0.0001461983333333,TMB+H2O2,,,6000.0,,6,25.0,,,11202
Au,peroxidase,10.0,10.0,10.0,,,6000.0,0.0001461983333333,H2O2+TMB,,,0.75,,6,25.0,,,11203
FeNC,peroxidase,,,,,,0.15,0.008,TMB+H2O2,0.01,0.5,10.0,,4,25.0,,,11204
FeNC,peroxidase,,,,,,0.13,0.007,H2O2+TMB,0.01,0.5,10.0,,4,25.0,,,11205
Fe3O4-Au,peroxidase,15.0,15.0,15.0,,Ethylene glycol,0.2,0.0004599999999999,TMB+H2O2,0.0068,1.75,0.15,0.1,4.0,25.0,,,11206
Fe3O4-Au,peroxidase,15.0,15.0,15.0,,Ethylene glycol,0.2,0.00015,H2O2+TMB,0.02,0.19,1.05,0.1,4.0,25.0,,,11207
Au@Pt,peroxidase,74.0,21.0,,,CTAB,,,H2O2+TMB,0.01,1.0,0.01,,3.5,37.0,,,11208
Au@Pt,peroxidase,74.0,21.0,,,CTAB,,,TMB+H2O2,0.01,1.0,1.0,,3.5,37.0,,,11209
Au,peroxidase,12.0,12.0,12.0,,,0.149,0.0001068,TMB + H2O2,0.0005,0.03,1.25,,4.0,40.0,,,11210
Au,peroxidase,12.0,12.0,12.0,,,0.359,0.0001138,H2O2 + TMB,0.0005,0.03,1.0,,4.0,40.0,,,11211
Au,peroxidase,15.0,15.0,15.0,,,0.02,0.001,TMB+H2O2,0.1,0.4,250.0,,5,25.0,,,11212
Au,peroxidase,15.0,15.0,15.0,,,0.02,0.001,H2O2+TMB,100.0,375.0,0.4,,5,25.0,,,11213
PtFe@Fe3O4,peroxidase,140.0,2.0,,multi-monomer,oleic acid,53.55,1.078e-07,H2O2+TMB,0.0,0.6,,,4.5,37.0,,,11214
PtFe@Fe3O4,peroxidase,140.0,2.0,,multi-monomer,oleic acid,0.213,5.4770000000000013e-08,TMB+H2O2,0.0,0.8322,,,4.5,37.0,,,11215
PtFe@Fe3O4,catalase,140.0,2.0,,multi-monomer,oleic acid,,,H2O2,,,,0.1,4.5,37.0,,,11216
Au,peroxidase,13.0,13.0,13.0,,Sodium citrate,0.064,8.166666666666668e-06,TMB+H2O2,0.0,1.0,,,7,25.0,-46.6,,11217
Au,peroxidase,13.0,13.0,13.0,,Sodium citrate,0.13,2e-05,H2O2+TMB,,,1.0,,7,25.0,-46.6,,11218
Au,peroxidase,14.36,14.36,14.36,,Sodium citrate,0.072,7.166666666666666e-06,TMB+H2O2,0.0,1.0,,,7,25.0,-19.1,,11219
Au,peroxidase,14.36,14.36,14.36,,Sodium citrate,0.0969999999999999,9.166666666666668e-06,H2O2+TMB,,,1.0,,7,25.0,-19.1,,11220
V2O5,peroxidase,,,,,,0.04,0.0032051666666666,H2O2+GSH,0.0,4.0,2.0,0.02,7.4,25.0,,,11221
V2O5,peroxidase,,,,,,1.28,0.004655,GSH+H2O2,0.0,4.0,0.2,0.02,7.4,25.0,,,11222
MoO3,peroxidase,,,,,,5.61,0.0140056666666666,H2O2+GSH,0.0,4.0,2.0,0.02,7.4,25.0,,,11223
MoO3,peroxidase,,,,,,3.06,0.0053936666666666,GSH+H2O2,0.0,4.0,0.2,0.02,7.4,25.0,,,11224
CeVO4,oxidase,15.0,15.0,15.0,,,0.02125,,Cyt c + O2,,,0.01,,7.0,25.0,,,11225
CeVO4,oxidase,10.0,10.0,10.0,,,0.00599,,Cyt c + O2,,,0.01,,7.0,25.0,,,11226
CeVO4,oxidase,35.0,35.0,35.0,,,0.01119,,Cyt c + O2,,,0.01,,7.0,25.0,,,11227
CeVO4,superoxide dismutase,15.0,15.0,15.0,,,,,O2•− + O2•−,,,,,7.4,25.0,,,11228
CeVO4,superoxide dismutase,10.0,10.0,10.0,,,,,O2•− + O2•−,,,,,7.4,25.0,,,11229
CeVO4,superoxide dismutase,35.0,35.0,35.0,,,,,O2•− + O2•−,,,,,7.4,25.0,,,11230
V2O5,peroxidase,,,,,,,,,,,,,,,,,11231
Fe3O4,peroxidase,20.0,20.0,20.0,,,,,H2O2+TMB,0.01,10.0,1.0,0.1,7,25.0,20.0,100.0,11232
Fe3O4,peroxidase,20.0,20.0,20.0,,,,,TMB+H2O2,0.01,10.0,1.0,0.1,7,25.0,20.0,100.0,11233
Au,peroxidase,1.9,1.9,1.9,,,,,"cis,cis,trans-[Pt(NH3)2(Cl2)(O2CCH2CH2COOH)2]",,,500.0,,6,28.0,,,11234
Au,peroxidase,1.9,1.9,1.9,,,,,"cis,cis,trans-[Pt(NH3)2(Cl2)(O2CCH2CH2COOH)2]",,,500.0,,6,28.0,,,11235
Au,peroxidase,1.9,1.9,1.9,,,,,"cis,cis,trans-[Pt(NH3)2(Cl2)(O2CCH2CH2COOH)2]",,,500.0,,6,28.0,,,11236
Au,peroxidase,1.9,1.9,1.9,,,,,"cis,cis,trans-[Pt(NH3)2(Cl2)(O2CCH2CH2COOH)2]",,,500.0,,6,28.0,,,11237
Pt,oxidase,5.9,5.9,5.9,,,0.0116,,TMB,0.0,0.0325,,0.01561,4.5,37.0,,,11238
Cu/Ag,peroxidase,2.3,2.3,2.3,,,0.24,0.003448,TMB+H2O2,0.1,1.0,20.0,,4.5,37.0,,,11239
Cu/Ag,peroxidase,2.3,2.3,2.3,,,18.26,0.005051,H2O2+TMB,0.1,10.0,1.0,,4.5,37.0,,,11240
Ag,peroxidase,,,,,,0.74,0.001112,TMB+H2O2,,,20.0,,4.5,37.0,,,11241
Ag,peroxidase,,,,,,19.38,0.001185,H2O2+TMB,,,1.0,,4.5,37.0,,,11242
Cu/Ag,peroxidase,,,,,,0.41,0.001578,TMB+H2O2,,,20.0,,4.5,37.0,,,11243
Cu/Ag,peroxidase,,,,,,18.62,0.001818,H2O2+TMB,,,1.0,,4.5,37.0,,,11244
CuS,peroxidase,50.0,50.0,50.0,poly(N-Vinylpyrrolidone),Ascorbic acid,0.94,,H2O2+TMB,0.1,10.0,30.0,1.0,4.0,25.0,,57.84,11245
CuS,peroxidase,50.0,50.0,50.0,poly(N-Vinylpyrrolidone),Ascorbic acid,1.62,,TMB+H2O2,0.1,10.0,30.0,1.0,4.0,25.0,,57.84,11246
Co3S4,peroxidase,,,,poly(N-Vinylpyrrolidone),,0.04403,0.000281,H2O2+TMB,0.16,0.16,163.0,0.016,4.0,25.0,,,11247
Co3S4,peroxidase,,,,poly(N-Vinylpyrrolidone),,0.22196,0.000579,TMB+H2O2,0.16,0.16,163.0,0.016,4.0,25.0,,,11248
CuS,peroxidase,,,,,,0.09,0.000331,TMB + H2O2,0.025,0.6,10.0,0.0067,7.0,37.0,-39.8,,11249
CuS,peroxidase,,,,,,103.2,0.000382,H2O2 + TMB,20.0,700.0,5.0,0.0067,7.0,37.0,-39.8,,11250
Fe3O4,peroxidase,6.9,6.9,6.9,,,38.0,8.5e-06,H2O2+TMB,2.5,100.0,,0.0278,5.2 ± 0.2,25.0,-34.7,,11251
Fe3O4,peroxidase,6.9,6.9,6.9,,,37.0,8.300000000000002e-06,H2O2+TMB,2.5,100.0,,0.0278,5.2 ± 0.2,25.0,-51.4,,11252
CuS,peroxidase,178.0,178.0,178.0,poly(N-Vinylpyrrolidone),,,,TMB+H2O2,,,,,4,25.0,,5.5911,11253
CuS,peroxidase,178.0,178.0,178.0,poly(N-Vinylpyrrolidone),,,,H2O2+TMB,,,,,4,25.0,,5.5911,11254
C,peroxidase,350.0,350.0,350.0,chitosan,,1e-06,1e-06,TMB+H2O2,5e-05,0.05,0.1,0.12,4,42.0,,,11255
Au,peroxidase,,,,,Ascorbic acid,,,TMB+H2O2,6.0,8.0,1000.0,,4,40.0,38.0,,11256
Au,peroxidase,,,,,Ascorbic acid,,,TMB+H2O2,0.2,1.0,100.0,,4,40.0,-37.0,,11257
Au,peroxidase,,,,,Ascorbic acid,0.001,1e-05,H2O2+TMB,200.0,1000.0,8.0,,4,40.0,38.0,,11258
Au,peroxidase,,,,,Ascorbic acid,0.01,1e-05,H2O2+TMB,20.0,100.0,1.0,,4,40.0,-37.0,,11259
Pd,peroxidase,4.0,4.0,4.0,,Sodium citrate,0.05,0.001,TMB+H2O2,0.05,0.5,200.0,5e-05,4.7,25.0,,,11260
Pd,peroxidase,8.0,8.0,8.0,,Sodium citrate,0.05,0.0005,TMB+H2O2,0.05,0.5,200.0,5e-05,4.7,25.0,,,11261
Pd,catalase,4.0,4.0,4.0,,Sodium citrate,0.04,0.0002,H2O2,0.04,0.04,,0.0005,,25.0,,,11262
Pd,catalase,8.0,8.0,8.0,,Sodium citrate,0.04,0.0001,H2O2,0.04,0.04,,0.0005,,25.0,,,11263
Pd,superoxide dismutase,4.0,4.0,4.0,,Sodium citrate,,,O2−,,,,5e-05,,37.0,,,11264
Pd,superoxide dismutase,8.0,8.0,8.0,,Sodium citrate,,,O2−,,,,5e-05,,37.0,,,11265
Au@Pt,peroxidase,25.0,25.0,25.0,,Ascorbic acid,0.12,0.001,TMB+H2O2,0.05,1.0,10.0,,4,60.0,,,11266
Au@Pt,peroxidase,25.0,25.0,25.0,,Ascorbic acid,0.25,0.001,H2O2+TMB,0.25,10.0,2.0,,4,60.0,,,11267
Fe3O4,peroxidase,,,,,,1.2,0.0001,ABTS+H2O2,0.02,3.2,2.0,0.05,4.0,50.0,,,11268
Fe3O4,peroxidase,,,,,,1.2,0.0001,H2O2+ABTS,0.5,8.0,2.4,0.05,4.0,50.0,,,11269
Fe3O4,peroxidase,1500.0,90.0,,,,,,H2O2+CV,,,,,6.4,25.0,,,11270
Pt,uricase,7.0,7.0,7.0,,,,,UA,,,,0.3,,35.0,,,11271
Pt,peroxidase,7.0,7.0,7.0,,,,,OPD+H2O2,,,10.0,0.3,,25.0,,,11272
Pt,peroxidase,7.0,7.0,7.0,,,,,H2O2+OPD,,,10.0,0.3,,25.0,,,11273
Fe3S4,peroxidase,4000.0,4000.0,4000.0,,,0.111,0.0001312,H2O2+TMB,0.01,0.8,6.0,30.0,4.0,40.0,,20.0,11274
Fe3S4,peroxidase,4000.0,4000.0,4000.0,,,0.161,0.0001471,TMB+H2O2,0.1,1.6,30.0,30.0,4.0,40.0,,20.0,11275
Fe3S4,peroxidase,4000.0,4000.0,4000.0,,,0.505,7.89e-05,H2O2+TMB,0.01,0.8,6.0,30.0,4.0,40.0,,,11276
Fe3S4,peroxidase,4000.0,4000.0,4000.0,,,0.201,0.0001133,TMB+H2O2,0.1,1.6,30.0,30.0,4.0,40.0,,,11277
Fe3S4,peroxidase,4000.0,4000.0,4000.0,,,0.814,5.98e-05,H2O2+TMB,0.01,0.8,6.0,30.0,4.0,40.0,,,11278
Fe3S4,peroxidase,4000.0,4000.0,4000.0,,,0.67,8.77e-05,TMB+H2O2,0.1,1.6,30.0,30.0,4.0,40.0,,,11279
Fe3S4,peroxidase,4000.0,4000.0,4000.0,,,1.006,5.690000000000001e-05,H2O2+TMB,0.01,0.8,6.0,30.0,4.0,40.0,,,11280
Fe3S4,peroxidase,4000.0,4000.0,4000.0,,,0.175,5.88e-05,TMB+H2O2,0.1,1.6,30.0,30.0,4.0,40.0,,,11281
Zn3V3O8,peroxidase,,70.0,25.0,,CTAB,0.271,9.196e-05,TMB+H2O2,0.0,3.0,5.0,1.5,4,30.0,-15.8,,11282
Zn3V3O8,peroxidase,,70.0,25.0,,CTAB,1.317,1.2e-05,H2O2+TMB,0.0,4.0,4.0,1.5,4,30.0,-15.8,,11283
Fe3O4,peroxidase,15.0,15.0,15.0,,,,,H2O2+TMB,0.01,0.1,0.2,,7.8,25.0,-23.7,,11284
Fe3O4,catalase,15.0,15.0,15.0,,,,,H2O2,0.01,0.1,,,7.8,25.0,-23.7,,11285
Fe3O4,peroxidase,15.0,15.0,15.0,,,,,H2O2+OPD,0.01,0.1,0.2,,7.8,25.0,-23.7,,11286
Fe3O4,peroxidase,15.0,15.0,15.0,,,,,H2O2+ABTS,0.01,0.1,0.2,,7.8,25.0,-23.7,,11287
C,peroxidase,5.45,5.45,5.45,,,1.0,1.0,TMB+H2O2,0.002,0.5,0.8,10.0,4.5,45.0,,,11288
C,peroxidase,5.45,5.45,5.45,,,1.0,1.0,H2O2+TMB,0.0007999999999999,0.1,0.8,10.0,4.5,45.0,,,11289
C,peroxidase,5.45,5.45,5.45,,,1.0,1.0,Fe3++TMB,0.0007999999999999,0.1,0.8,10.0,4.5,45.0,,,11290
C,peroxidase,5.45,5.45,5.45,,,1.0,1.0,Ag++TMB,0.0005,0.1,0.8,10.0,4.5,45.0,,,11291
MnO2@PtCo,oxidase,200.0,200.0,200.0,poly(N-Vinylpyrrolidone),,,,TMB+H2O2,0.0,800.0,20.0,0.02,5.0,37.0,,,11292
MnO2@PtCo,catalase,200.0,200.0,200.0,poly(N-Vinylpyrrolidone),,,,H2O2,0.0,20.0,,0.02,5.0,37.0,,,11293
MnO2@PtCo,catalase,200.0,200.0,200.0,poly(N-Vinylpyrrolidone),,,,H2O2,0.0,20.0,,0.02,6.8,37.0,,,11294
Hg,peroxidase,9.5,9.5,9.5,,Sodium citrate,,,TMB+H2O2,,,400.0,,4,,,,11295
PtRu,peroxidase,3.54,3.54,3.54,poly(N-Vinylpyrrolidone),,36.0,0.00374,H2O2+TMB,5.0,80.0,0.6,0.02,5.0,25.0,-10.1,,11296
PtRu,peroxidase,3.54,3.54,3.54,poly(N-Vinylpyrrolidone),,0.76,0.0075,TMB+H2O2,0.1,0.6,80.0,0.02,5.0,25.0,-10.1,,11297
AuPd,peroxidase,5.0,5.0,5.0,poly(N-Vinylpyrrolidone),,0.2,0.001,OPD+H2O2,0.001,0.01,10.0,0.005,4.5,37.0,-20.0,,11298
AuPd,peroxidase,5.0,5.0,5.0,poly(N-Vinylpyrrolidone),,0.2,0.001,H2O2+OPD,0.001,0.01,2.0,0.005,4.5,37.0,-20.0,,11299
AuPt,peroxidase,4.0,4.0,4.0,poly(N-Vinylpyrrolidone),,0.2,0.001,OPD+H2O2,0.001,0.01,10.0,0.002,4.5,37.0,-20.0,,11300
AuPt,peroxidase,4.0,4.0,4.0,poly(N-Vinylpyrrolidone),,0.2,0.001,H2O2+OPD,0.001,0.01,2.0,0.002,4.5,37.0,-20.0,,11301
AuPtRu,peroxidase,200.0,200.0,200.0,poly(N-Vinylpyrrolidone),Ascorbic acid,0.2,0.001,OPD+H2O2,0.001,0.01,10.0,0.002,4.5,37.0,-20.0,,11302
AuPtRu,peroxidase,200.0,200.0,200.0,poly(N-Vinylpyrrolidone),Ascorbic acid,0.2,0.001,H2O2+OPD,0.001,0.01,2.0,0.002,4.5,37.0,-20.0,,11303
Fe3O4,peroxidase,75.0,75.0,75.0,,,0.0088,4.6e-09,TMB+H2O2,0.000816,0.000816,8.8,,3.5,37.0,,,11304
Se,peroxidase,,,,,,,,,,,,,,22.5,,,11305
Cu2Se,peroxidase,86.89,86.89,86.89,poly(N-Vinylpyrrolidone),,1.0,0.001,OPD + H2O2,0.1,1.0,1.0,0.04,7.0,25.0,,117.2,11306
Cu2Se,peroxidase,102.95,102.95,102.95,poly(N-Vinylpyrrolidone),,1.0,0.001,OPD + H2O2,0.1,1.0,1.0,0.04,7.0,25.0,,117.2,11307
Cu2Se,peroxidase,102.95,102.95,102.95,poly(N-Vinylpyrrolidone),,1.0,0.001,OPD + H2O2,0.1,1.0,1.0,0.04,7.0,25.0,,117.2,11308
Cu2Se,peroxidase,102.95,102.95,102.95,poly(N-Vinylpyrrolidone),,1.0,0.001,OPD + H2O2,0.1,1.0,1.0,0.04,7.0,45.0,,117.2,11309
Cu2Se,peroxidase,102.95,102.95,102.95,poly(N-Vinylpyrrolidone),,1.0,0.001,H2O2 + OPD,0.1,1.0,1.0,0.04,7.0,25.0,,117.2,11310
Cu2Se,peroxidase,102.95,102.95,102.95,poly(N-Vinylpyrrolidone),,1.0,0.001,H2O2 + OPD,0.1,1.0,1.0,0.04,7.0,45.0,,117.2,11311
Cu2Se,peroxidase,102.95,102.95,102.95,poly(N-Vinylpyrrolidone),,1.0,0.001,H2O2 + MB,0.1,1.0,1.0,0.04,7.0,25.0,,117.2,11312
Cu2Se,peroxidase,102.95,102.95,102.95,poly(N-Vinylpyrrolidone),,1.0,0.001,H2O2 + MB,0.1,1.0,1.0,0.04,7.0,45.0,,117.2,11313
Au,oxidase,13.0,13.0,13.0,,,,,TMB+H2O2,,,,,3-6,50.0,,296.0,11314
Au,oxidase,13.0,13.0,13.0,,,,,H2O2+TMB,,,,,3-6,50.0,,296.0,11315
CeO2,catalase,,,,,,,,,,,,,,25.0,,,11316
Au,peroxidase,58.0,58.0,58.0,,CTAB,,,TMB+H2O2,0.5,3.0,1200.0,,2.2,25.0,,,11317
Au,peroxidase,58.0,58.0,58.0,,CTAB,,,H2O2+TMB,0.1,1200.0,3.0,,2.2,25.0,,,11318
