doi,agent,model,instruction,prompt_tokens,propmpt_len,completion_tokens,completion_len,formula,activity,syngony,shape,length,length_mean,length_min,length_max,width,width_mean,width_min,width_max,depth,depth_mean,depth_min,depth_max,size,size_mean,size_min,size_max,km,km_unif,vmax,vmax_unif,surface_area,surface_area_unif,zeta_potential,zeta_potential_unif,molar_mass,molar_mass_unif,c_min,c_min_unif,c_max,c_max_unif,concentration_of_nanoparticles,concentration_of_nanoparticles_unif,concentration_of_co_substrate,concentration_of_co_substrate_unif,p_h,temperature,chemicals_used_in_synthesis,surface_chemistry,polymer_used_in_synthesis,surfactant,reaction_type
10.1007.s00216-021-03352-1,mistral,mistral-large-latest,./prompts/prompt5.txt,10931,33594,774,1861,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],,,,
10.1007.s00604-019-3331-y,mistral,mistral-large-latest,./prompts/prompt5.txt,11929,35113,708,1778,ficin@MOF,peroxidase,,saucer-like,,,,,,,,,,,,,520 nm,520.0,,,0.28 mM,0.28,21.56 nM/s,2.1559999999999997e-05,32.74 m2 g−1,32.74,,,,,,,,,0.10 μg·mL−1,,0.60 mM,0.6,4.0,30 °C,"[""Zinc acetate dihydrate"", ""2-methylimidazole"", ""ficin""]",,,,H2O2+TMB
10.1007.s00604-019-3331-y,mistral,mistral-large-latest,./prompts/prompt5.txt,11929,35113,708,1778,ficin@MOF,peroxidase,,saucer-like,,,,,,,,,,,,,520 nm,520.0,,,0.06 mM,0.06,17.20 nM/s,1.7199999999999998e-05,32.74 m2 g−1,32.74,,,,,,,,,0.10 μg·mL−1,,0.60 mM,0.6,4.0,30 °C,"[""Zinc acetate dihydrate"", ""2-methylimidazole"", ""ficin""]",,,,TMB+H2O2
10.1016.0005-2760(76)90212-5,mistral,mistral-large-latest,./prompts/prompt5.txt,10226,31918,425,1178,,peroxidase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.5 pH,37°C,"[""GSH"", ""Purified glutathione peroxidase"", ""Livers from young male rats"", ""0.15 M potassium phosphate buffer"", ""0.25 M sucrose"", ""0.1 M Tris * HCl buffer pH 7.5"", ""4 mM ADP"", ""1.2 * lo-\u2019 M Fe3+"", ""5 mM glucose 6-phosphate"", ""0.3 mM NADP"", ""0.5 Kornberg units of glucose-6-phosphate dehydrogenaselml""]",,,,
10.1016.j.bios.2017.01.036,mistral,mistral-large-latest,./prompts/prompt5.txt,14052,39886,587,1551,AuNC,peroxidase,,,,,,,,,,,,,,,,,,,0.046 mM,0.046,,,,,,,,,,,,,,,10 M,10000.0,3.0,25 °C,"[""HAuCl4\u00b73H2O"", ""histidine""]",histidine,,,H2O2+TMB
10.1016.j.bios.2017.01.036,mistral,mistral-large-latest,./prompts/prompt5.txt,14052,39886,587,1551,AuNC,peroxidase,,,,,,,,,,,,,,,,,,,0.073 mM,0.073,,,,,,,,,,,,,,,25.0 mM,25.0,3.0,25 °C,"[""HAuCl4\u00b73H2O"", ""histidine""]",histidine,,,TMB+H2O2
10.1016.0098-8472(86)90006-7,mistral,mistral-large-latest,./prompts/prompt5.txt,7967,23031,532,1699,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],,,,
10.1159.000213215,mistral,mistral-large-latest,./prompts/prompt5.txt,1994,6482,607,1388,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],,,,
10.1016.j.bios.2015.03.039,mistral,mistral-large-latest,./prompts/prompt5.txt,12490,38292,724,1644,Au@PtNHs,peroxidase,,urchin-like,,,,,,,,,,,,,70 nm,70.0,,,0.921 mM,0.921,,,,,,,,,,,,,0.034 pmol L-1,,7.63 mol L-1,,4.0,40 °C,"[""sodium citrate tribasic dehydrate"", ""L-ascorbic acid"", ""chloroauric acid tetrahydrate"", ""hexachloroplatinic (IV) acid hexahydrate""]",BSA,,l-ascorbic acid,TMB+H2O2
10.1016.j.bios.2015.03.039,mistral,mistral-large-latest,./prompts/prompt5.txt,12490,38292,724,1644,Au@PtNHs,peroxidase,,urchin-like,,,,,,,,,,,,,70 nm,70.0,,,7.63 mol L-1,,,,,,,,,,,,,,0.034 pmol L-1,,0.921 mM,0.921,4.0,40 °C,"[""sodium citrate tribasic dehydrate"", ""L-ascorbic acid"", ""chloroauric acid tetrahydrate"", ""hexachloroplatinic (IV) acid hexahydrate""]",BSA,,l-ascorbic acid,H2O2+TMB
10.1017.s175173111200211x,mistral,mistral-large-latest,./prompts/prompt5.txt,13587,40288,281,703,,glutathione peroxidase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""selenised-enriched yeast"", ""sodium selenite""]",,,,
10.1210.jcem-36-5-830,mistral,mistral-large-latest,./prompts/prompt5.txt,18305,54506,266,708,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],,,,
10.1007.bf00184028,mistral,mistral-large-latest,./prompts/prompt5.txt,4771,14997,670,1850,,peroxidase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04 mM,0.04,0.04 mM,0.04,,,0.27 mM,0.27,4.0 unit,38 °C,"[""glucose"", ""veratryl alcohol"", ""Tween 80"", ""sodium tartrate buffer"", ""methylene blue"", ""H2O2""]",,,,MB+H2O2
10.1007.bf00184028,mistral,mistral-large-latest,./prompts/prompt5.txt,4771,14997,670,1850,,peroxidase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.27 mM,0.27,0.27 mM,0.27,,,0.04 mM,0.04,4.0 unit,38 °C,"[""glucose"", ""veratryl alcohol"", ""Tween 80"", ""sodium tartrate buffer"", ""methylene blue"", ""H2O2""]",,,,H2O2+MB
10.1002.anie.202001036,mistral,mistral-large-latest,./prompts/prompt5.txt,12651,43339,322,725,Hf18O10(OH)26(SO4)13(H2O)33,protease,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02 mM,0.02,,,,,,,7.4,60 °C,"[""HfOCl2"", ""H2O2"", ""H2SO4""]",,,,protein hydrolysis
10.1149.2.1021915jes,mistral,mistral-large-latest,./prompts/prompt5.txt,12431,35892,408,952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],,,,
10.1111.j.1399-3054.1968.tb07358.x,mistral,mistral-large-latest,./prompts/prompt5.txt,9269,26374,654,1512,H2O2,peroxidase,,,,,,,,,,,,,,,,,,,0.05 mM,0.05,3.5 µM/s,0.0035,,,,,,,1 mM,1.0,8 mM,8.0,,,100 mM,100.0,7,25 °C,"[""distilled water"", ""NaOCt"", ""sterile water"", ""sodium ascorbate"", ""potassium phosphate"", ""ammonium sulfate""]",,,,TMB+H2O2
10.1111.j.1399-3054.1968.tb07358.x,mistral,mistral-large-latest,./prompts/prompt5.txt,9269,26374,654,1512,H2O2,peroxidase,,,,,,,,,,,,,,,,,,,0.05 mM,0.05,3.5 µM/s,0.0035,,,,,,,1 mM,1.0,8 mM,8.0,,,100 mM,100.0,7,25 °C,"[""distilled water"", ""NaOCt"", ""sterile water"", ""sodium ascorbate"", ""potassium phosphate"", ""ammonium sulfate""]",,,,H2O2+TMB
10.1007.978-981-13-8731-9_6,mistral,mistral-large-latest,./prompts/prompt5.txt,3213,11198,261,703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],,,,
10.1016.j.saa.2020.118195,mistral,mistral-large-latest,./prompts/prompt5.txt,11701,32294,1148,2560,,peroxidase,,octahedral,,,,,,,,,,,,,3.25 ± 0.31 μm,3250.0,2940.0,3560.0,,,,,2410.5 m2 g-1,2410.5,,,,,,,,,,,,,,,"[""4,4\u2032,4\u2033-s-Triazine-2,4,6-triyl-tribenzoic acid"", ""Anhydrous ferric chloride"", ""Trifluoroacetic acid"", ""N,N-dimethylformamide"", ""Ultrapure water""]",,,,
10.1016.j.saa.2020.118195,mistral,mistral-large-latest,./prompts/prompt5.txt,11701,32294,1148,2560,,peroxidase,,octahedral,,,,,,,,,,,,,4.03 ± 0.31 μm,4030.0000000000005,3720.0,4340.0,0.08 mM,0.08,,,1434.3 m2 g-1,1434.3,,,,,0 mM,0.0,0.8 mM,0.8,20 ng mL-1,,0.4 mM,0.4,5.5,30°C,"[""4,4\u2032,4\u2033-s-Triazine-2,4,6-triyl-tribenzoic acid"", ""Anhydrous ferric chloride"", ""Trifluoroacetic acid"", ""N,N-dimethylformamide"", ""Ultrapure water""]",,,,TMB + H2O2
10.1016.j.saa.2020.118195,mistral,mistral-large-latest,./prompts/prompt5.txt,11701,32294,1148,2560,,peroxidase,,octahedral,,,,,,,,,,,,,4.03 ± 0.31 μm,4030.0000000000005,3720.0,4340.0,0.25 mM,0.25,,,1434.3 m2 g-1,1434.3,,,,,0 mM,0.0,0.8 mM,0.8,20 ng mL-1,,0.4 mM,0.4,5.5,30°C,"[""4,4\u2032,4\u2033-s-Triazine-2,4,6-triyl-tribenzoic acid"", ""Anhydrous ferric chloride"", ""Trifluoroacetic acid"", ""N,N-dimethylformamide"", ""Ultrapure water""]",,,,H2O2 + TMB
10.1128.aac.34.10.1981,mistral,mistral-large-latest,./prompts/prompt5.txt,12365,34785,331,932,,peroxidase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02 µmol/0.7 ml,,,37 °C,"[""Lactoperoxidase"", ""Glucose-glucose oxidase"", ""Hydrogen peroxide"", ""Chloroquine"", ""Quinine"", ""Mefloquine""]",,,,
10.1016.0305-0491(86)90052-0,mistral,mistral-large-latest,./prompts/prompt5.txt,6417,20574,329,782,,peroxidase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0005 %,,6.0 pH,25 °C,"[""sodium pentobarbital"", ""o-dianisidine dihydrochloride"", ""hydrogen peroxide"", ""potassium phosphate"", ""saline""]",,,,H2O2+o-dianisidine dihydrochloride
10.1016.0026-0495(79)90019-2,mistral,mistral-large-latest,./prompts/prompt5.txt,6991,20582,17,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],,,,
10.1016.j.bioorg.2018.07.020,mistral,mistral-large-latest,./prompts/prompt5.txt,13635,42328,649,1486,Cu-Cys,superoxide dismutase,,,,,,,,,,,,,,,150 nm - 700 nm,425.0,150.0,700.0,0.6 M,600.0,1.2 M s^-1,1200.0,,,,,,,,,,,3.08×10^-8 M,,,,8.2,27 °C,"[""L-cysteine"", ""copper acetate""]",,,,
10.1016.j.bioorg.2018.07.020,mistral,mistral-large-latest,./prompts/prompt5.txt,13635,42328,649,1486,NACu-Cys,superoxide dismutase,,,,,,,,,,,,,,,85 nm,85.0,,,0.92 M,920.0,1.7 M s^-1,1700.0,,,,,,,,,,,3.08×10^-8 M,,,,8.2,27 °C,"[""L-cysteine"", ""copper acetate"", ""chloroform"", ""ethanol"", ""BSA""]",BSA,,,
10.1007.978-3-030-68230-9_5,mistral,mistral-large-latest,./prompts/prompt5.txt,27657,99503,1416,3148,Au,peroxidase,cubic,nanoparticle,10-20 nm,15.0,10.0,20.0,,,,,,,,,,,,,1.34 mM,1.34,2.74 × 10^-7 M s^-1,0.000274,,,,,,,0.02 mM,0.02,0.2 mM,0.2,,,0.5 mM,0.5,3,37 °C,"[""tetrachloroauric acid (HAuCl4)"", ""cysteine"", ""sodium borohydride""]",cysteine,,sodium borohydride,H2O2+TMB
10.1007.978-3-030-68230-9_5,mistral,mistral-large-latest,./prompts/prompt5.txt,27657,99503,1416,3148,Au,peroxidase,cubic,nanoparticle,10-20 nm,15.0,10.0,20.0,,,,,,,,,,,,,1.08 mM,1.08,3.75 × 10^-7 M s^-1,0.000375,,,,,,,0.02 mM,0.02,0.2 mM,0.2,,,0.5 mM,0.5,3,37 °C,"[""tetrachloroauric acid (HAuCl4)"", ""cysteine"", ""sodium borohydride""]",cysteine,,sodium borohydride,TMB+H2O2
10.1007.978-3-030-68230-9_5,mistral,mistral-large-latest,./prompts/prompt5.txt,27657,99503,1416,3148,Ag,peroxidase,cubic,nanoparticle,10-20 nm,15.0,10.0,20.0,,,,,,,,,,,,,0.98 mM,0.98,4.5 × 10^-7 M s^-1,0.00045,,,,,,,0.02 mM,0.02,0.2 mM,0.2,,,0.5 mM,0.5,3,37 °C,"[""silver nitrate (AgNO3)"", ""cysteine"", ""sodium borohydride""]",cysteine,,sodium borohydride,H2O2+TMB
10.1007.978-3-030-68230-9_5,mistral,mistral-large-latest,./prompts/prompt5.txt,27657,99503,1416,3148,Ag,peroxidase,cubic,nanoparticle,10-20 nm,15.0,10.0,20.0,,,,,,,,,,,,,0.85 mM,0.85,5.2 × 10^-7 M s^-1,0.00052,,,,,,,0.02 mM,0.02,0.2 mM,0.2,,,0.5 mM,0.5,3,37 °C,"[""silver nitrate (AgNO3)"", ""cysteine"", ""sodium borohydride""]",cysteine,,sodium borohydride,TMB+H2O2
10.1021.ja052794t,mistral,mistral-large-latest,./prompts/prompt5.txt,38871,77665,613,1771,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],,,,
10.1089.thy.2006.16.1041,mistral,mistral-large-latest,./prompts/prompt5.txt,6257,19861,258,697,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],,,,
10.1039.c4ra15840g,mistral,mistral-large-latest,./prompts/prompt5.txt,28062,62299,751,1688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],,,,
10.1016.j.jpba.2020.113280,mistral,mistral-large-latest,./prompts/prompt5.txt,15315,45035,704,1770,PtCuCo,peroxidase,,irregular bulk,,,,,,,,,,,,,160 ± 10 nm,160.0,150.0,170.0,~0.1 - 5 mM,,~5520,,,,,,,,0.1 mM,0.1,5 mM,5.0,5 mg/mL,5.0,1 mM,1.0,9.5,25 °C,"[""K2PtCl6"", ""CoCl2\u00b76H2O"", ""CuCl2\u00b72H2O"", ""NaBH4""]",,,,H2O2+TMB
10.1016.j.jpba.2020.113280,mistral,mistral-large-latest,./prompts/prompt5.txt,15315,45035,704,1770,PtCuCo,peroxidase,,irregular bulk,,,,,,,,,,,,,160 ± 10 nm,160.0,150.0,170.0,~0.1 - 5 mM,,~5520,,,,,,,,0.1 mM,0.1,5 mM,5.0,5 mg/mL,5.0,1 mM,1.0,9.5,25 °C,"[""K2PtCl6"", ""CoCl2\u00b76H2O"", ""CuCl2\u00b72H2O"", ""NaBH4""]",,,,TMB+H2O2
10.1385.bter:97:1:15,mistral,mistral-large-latest,./prompts/prompt5.txt,13485,42218,287,806,,glutathione peroxidase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25 °C,"[""Se-enriched yeast"", ""L-selenomethionine""]",,,,tert-butyl hydroperoxide
10.1016.j.cclet.2018.12.021,mistral,mistral-large-latest,./prompts/prompt5.txt,6105,22474,288,730,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],,,,
10.1016.j.jmmm.2005.10.111,mistral,mistral-large-latest,./prompts/prompt5.txt,5376,19127,300,773,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],,,,
10.3390.plants10020197,mistral,mistral-large-latest,./prompts/prompt5.txt,18887,62792,578,1352,Class III Peroxidase (POD),peroxidase,,,,,,,,,,,,,,,,,,,~0.1 mM,0.1,~0.5 mM/s,0.5,,,,,,,,,,,,,1 mM,1.0,6.8 unit,25 °C,,,,,TMB+H2O2
10.3390.plants10020197,mistral,mistral-large-latest,./prompts/prompt5.txt,18887,62792,578,1352,Class III Peroxidase (POD),peroxidase,,,,,,,,,,,,,,,,,,,~0.1 mM,0.1,~0.5 mM/s,0.5,,,,,,,,,,,,,1 mM,1.0,6.8 unit,25 °C,,,,,H2O2+TMB
10.1002.jps.2600570931,mistral,mistral-large-latest,./prompts/prompt5.txt,6728,20710,1108,2921,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],,,,
10.1016.j.snb.2020.128273,mistral,mistral-large-latest,./prompts/prompt5.txt,12024,35302,740,1744,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],,,,
10.1016.s0021-5198(19)56809-3,mistral,mistral-large-latest,./prompts/prompt5.txt,1617,5958,255,691,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],,,,
10.1016.0922-338x(92)90117-d,mistral,mistral-large-latest,./prompts/prompt5.txt,10177,26867,673,1553,,catalase,,,,,,,,,,,,,,,,,,,,,,,,,,,82987 g/mol,82987.0,,,40 mM,40.0,,,20 mM,20.0,7.0,30 °C,"[""potassium phosphate"", ""KCI"", ""ammonium sulfate"", ""2,4-dichlorophenol"", ""4-aminoantipyrine"", ""horseradish peroxidase""]",,,,"H2O2+2,4-dichlorophenol"
10.1016.0922-338x(92)90117-d,mistral,mistral-large-latest,./prompts/prompt5.txt,10177,26867,673,1553,,catalase,,,,,,,,,,,,,,,,,,,,,,,,,,,82987 g/mol,82987.0,,,20 mM,20.0,,,4.1 mM,4.1,7.0,30 °C,"[""potassium phosphate"", ""KCI"", ""ammonium sulfate"", ""2,4-dichlorophenol"", ""4-aminoantipyrine"", ""horseradish peroxidase""]",,,,"2,4-dichlorophenol+H2O2"
10.1007.s00217-011-1582-x,mistral,mistral-large-latest,./prompts/prompt5.txt,10035,29725,735,1845,Fe3O4,peroxidase,,spherical,,,,,,,,,,,,,10 nm,10.0,,,0.836 mM,0.836,4.72 9 10-8 M s-1,,,,,,,,,,,,20 μg,,0.835 M,835.0,4,40 °C,"[""FeCl3\u22c56H2O"", ""FeSO4\u22c57H2O"", ""HCl"", ""NaOH"", ""APTES""]",aminopropyltriethoxysilane,,,TMB+H2O2
10.1007.s00217-011-1582-x,mistral,mistral-large-latest,./prompts/prompt5.txt,10035,29725,735,1845,Fe3O4,peroxidase,,spherical,,,,,,,,,,,,,10 nm,10.0,,,23.466 mM,23.466,8.62 9 10-7 M s-1,,,,,,,,8.4 mM,8.4,1.2 9 103 mM,,20 μg,,3.10 mM,3.1,4,40 °C,"[""FeCl3\u22c56H2O"", ""FeSO4\u22c57H2O"", ""HCl"", ""NaOH"", ""APTES""]",aminopropyltriethoxysilane,,,H2O2+TMB
10.1016.j.polymer.2014.01.037,mistral,mistral-large-latest,./prompts/prompt5.txt,11752,37118,512,1256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],,,,
10.3103.s0096392516010089,mistral,mistral-large-latest,./prompts/prompt5.txt,9146,24899,306,784,NADH,oxidase,,,,,,,,,,,,,,,,,,,~0.1 mM,0.1,~5 μmol O2/h per 1 mg of protein,,,,,,,,0 mM,0.0,~1 mM,1.0,,,20 μM,0.02,7.8,20-24 °C,[],,,,NADH+H2O2
10.1007.bf00375843,mistral,mistral-large-latest,./prompts/prompt5.txt,9151,29747,304,797,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],,,,
10.1007.BF02921193,mistral,mistral-large-latest,./prompts/prompt5.txt,3852,13691,310,807,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],,,,
10.1016.j.jinorgbio.2021.111422,mistral,mistral-large-latest,./prompts/prompt5.txt,14477,43666,1091,2883,,peroxidase,,,,,,,,,,,,,,,,,,,30 ± 3 μM,0.03,,,,,,,,,,,,,0.3 μM,,0.2 mM,0.2,4.5,25 °C,[],,,,H2O2+RB19
10.1016.j.jinorgbio.2021.111422,mistral,mistral-large-latest,./prompts/prompt5.txt,14477,43666,1091,2883,,peroxidase,,,,,,,,,,,,,,,,,,,66 ± 34 μM,0.066,,,,,,,,,,,,,0.3 μM,,0.2 mM,0.2,7.0,25 °C,[],,,,H2O2+RB19
10.1016.j.jinorgbio.2021.111422,mistral,mistral-large-latest,./prompts/prompt5.txt,14477,43666,1091,2883,,peroxidase,,,,,,,,,,,,,,,,,,,2.9 ± 1.0 μM,0.0029,,,,,,,,,,,,,0.3 μM,,0.2 mM,0.2,4.0,25 °C,[],,,,H2O2+RB19
10.1016.j.jinorgbio.2021.111422,mistral,mistral-large-latest,./prompts/prompt5.txt,14477,43666,1091,2883,,peroxidase,,,,,,,,,,,,,,,,,,,0.53 ± 0.23 μM,0.0005300000000000001,,,,,,,,,,,,,0.3 μM,,0.2 mM,0.2,6.5,25 °C,[],,,,H2O2+RB19
10.1021.acsami.8b15318,mistral,mistral-large-latest,./prompts/prompt5.txt,16415,46025,310,708,C,oxidase,,spherical,,,,,,,,,,,,,1-2 nm,1.5,1.0,2.0,0.092 mM,0.092,1.36 1/s,,,,,,,,,,,,1 μM,,,,,37 °C,"[""citric acid"", ""ethylenediamine""]",,,,TMB+H2O2
10.1080.15287398509530668,mistral,mistral-large-latest,./prompts/prompt5.txt,13046,36169,17,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],,,,
10.1007.bf03344072,mistral,mistral-large-latest,./prompts/prompt5.txt,8151,22788,247,620,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],,,,
10.1210.jcem-45-5-1089,mistral,mistral-large-latest,./prompts/prompt5.txt,9794,30917,381,1158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],,,,
10.1039.c4ay02461c,mistral,mistral-large-latest,./prompts/prompt5.txt,14561,38196,294,792,Fe3O4,peroxidase,cubic,spherical,,,,,,,,,,,,,6-10 nm,8.0,6.0,10.0,,,,,,,,,,,,,,,27.5 mg mL-1,,,,4.0,50 °C,"[""Ferric chloride"", ""Ferrous sulfate"", ""Ammonia solution""]",,,,
10.1016.0005-2760(82)90150-3,mistral,mistral-large-latest,./prompts/prompt5.txt,19120,59749,3311,11338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],,,,
10.1016.0006-291X(61)90134-6,mistral,mistral-large-latest,./prompts/prompt5.txt,2748,9347,17,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],,,,
10.1158.1078-0432.ccr-12-0183,mistral,mistral-large-latest,./prompts/prompt5.txt,14800,45708,17,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],,,,
10.1007.s00344-020-10241-x,mistral,mistral-large-latest,./prompts/prompt5.txt,10650,32936,918,2913,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],,,,
10.1016.S0960-894X(01)80715-0,mistral,mistral-large-latest,./prompts/prompt5.txt,5232,16642,362,848,bis(4-aminophenyl) telluride,peroxidase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1 mM,1.0,50 μM,,1 mM,1.0,7.4,,"[""GSH"", ""NADPH"", ""Triton X-100"", ""DMSO"", ""H2O2"", ""t-butyl hydroperoxide"", ""cumene hydroperoxide"", ""linoleic acid hydroperoxide""]",,,,GSH+H2O2
10.1016.j.biochi.2008.03.010,mistral,mistral-large-latest,./prompts/prompt5.txt,16663,47863,1366,3239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],,,,
10.1016.0048-4059(84)90062-6,mistral,mistral-large-latest,./prompts/prompt5.txt,9958,32055,294,904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],,,,
10.1016.j.saa.2019.117805,mistral,mistral-large-latest,./prompts/prompt5.txt,10818,34610,746,1730,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],,,,
10.1021.jf802001v,mistral,mistral-large-latest,./prompts/prompt5.txt,16996,50607,870,2681,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],,,,
10.1038.ncomms6301,mistral,mistral-large-latest,./prompts/prompt5.txt,24375,68538,648,1406,V2O5,glutathione peroxidase,orthorhombic,nanowires,,,,,100 nm,100.0,,,,,,,,,,,0.11 mM,0.11,0.43 mM min-1,,,,,,,,0 mM,0.0,0.48 mM,0.48,0.02 mg ml-1,,2 mM,2.0,7.4,25 C,"[""VOSO4.H2O"", ""KBrO3"", ""nitric acid"", ""t-butyl hydroperoxide""]",,,,H2O2+GSH
10.1038.ncomms6301,mistral,mistral-large-latest,./prompts/prompt5.txt,24375,68538,648,1406,V2O5,glutathione peroxidase,orthorhombic,nanowires,,,,,100 nm,100.0,,,,,,,,,,,2.22 mM,2.22,0.83 mM min-1,,,,,,,,0 mM,0.0,6 mM,6.0,0.02 mg ml-1,,240 mM,240.0,7.4,25 C,"[""VOSO4.H2O"", ""KBrO3"", ""nitric acid"", ""t-butyl hydroperoxide""]",,,,GSH+H2O2
10.1002.chem.201800770,mistral,mistral-large-latest,./prompts/prompt5.txt,28196,74814,695,1702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],,,,
10.1016.0304-4238(85)90113-x,mistral,mistral-large-latest,./prompts/prompt5.txt,5057,15781,269,713,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],,,,
10.1093.jxb.ern229,mistral,mistral-large-latest,./prompts/prompt5.txt,17530,52554,754,2093,,peroxidase,,,,,,,,,,,,,,,,,,,0.04 mM,0.04,,,,,,,,,0.00 mM,0.0,1.50 mM,1.5,,,,,,,"[""KH2PO4"", ""Triton X-100"", ""PVP-40"", ""Tricine"", ""Na2EDTA"", ""DTT"", ""GSSG"", ""NADPH"", ""ascorbate"", ""H2O2"", ""pyrogallol"", ""Na2EDTA"", ""H2O2""]",,,,H2O2+pyrogallol
10.1093.jxb.ern229,mistral,mistral-large-latest,./prompts/prompt5.txt,17530,52554,754,2093,,peroxidase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00 mM,0.0,1.50 mM,1.5,,,,,,,"[""KH2PO4"", ""Triton X-100"", ""PVP-40"", ""Tricine"", ""Na2EDTA"", ""DTT"", ""GSSG"", ""NADPH"", ""ascorbate"", ""H2O2"", ""pyrogallol"", ""Na2EDTA"", ""H2O2""]",,,,pyrogallol+H2O2
10.1007.s12161-016-0617-0,mistral,mistral-large-latest,./prompts/prompt5.txt,9582,27358,380,1080,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],,,,
10.1016.j.saa.2018.09.038,mistral,mistral-large-latest,./prompts/prompt5.txt,8853,25370,775,1752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],,,,
10.1042.bj3600345,mistral,mistral-large-latest,./prompts/prompt5.txt,23473,65525,834,1912,25 kDa subunit of glutathione S-transferase (GST) from sheep liver microsomes (microsomal GSTA1-1),glutathione peroxidase,,,,,,,,,,,,,,,,,,,48 µM,0.048,31 µmol/min per mg of protein,,,,,,25611.3 Da,25611.3,0 mM,0.0,2 mM,2.0,,,2 mM,2.0,,,"[""\u2206&-Androsterone-3,17-dione"", ""S-HexylGSH"", ""4-Hydroxynonenal (4-HNE)"", ""CDNB"", ""CHP"", ""GSH"", ""NADPH"", ""GSH reductase""]",,,,CDNB+GSH
10.1042.bj3600345,mistral,mistral-large-latest,./prompts/prompt5.txt,23473,65525,834,1912,25 kDa subunit of glutathione S-transferase (GST) from sheep liver microsomes (microsomal GSTA1-1),glutathione peroxidase,,,,,,,,,,,,,,,,,,,87.9 µM,0.0879,7.5 µmol/min per mg of protein,,,,,,25611.3 Da,25611.3,0.5 µM,0.0005,100 µM,0.1,1 µg,,0.5 mM,0.5,,,"[""\u2206&-Androsterone-3,17-dione"", ""S-HexylGSH"", ""4-Hydroxynonenal (4-HNE)"", ""CDNB"", ""CHP"", ""GSH"", ""NADPH"", ""GSH reductase""]",,,,CHP+GSH
10.1016.j.toxlet.2008.06.610,mistral,mistral-large-latest,./prompts/prompt5.txt,3757,12218,17,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],,,,
