doi,agent,model,instruction,prompt_tokens,propmpt_len,completion_tokens,completion_len,formula,activity,syngony,shape,length,length_mean,length_min,length_max,width,width_mean,width_min,width_max,depth,depth_mean,depth_min,depth_max,size,size_mean,size_min,size_max,km,km_unif,vmax,vmax_unif,surface_area,surface_area_unif,zeta_potential,zeta_potential_unif,molar_mass,molar_mass_unif,c_min,c_min_unif,c_max,c_max_unif,concentration_of_nanoparticles,concentration_of_nanoparticles_unif,concentration_of_co_substrate,concentration_of_co_substrate_unif,p_h,temperature,chemicals_used_in_synthesis,polymer_used_in_synthesis,surfactant,reaction_type
10.1016.j.biomaterials.2021.121063,mistral,mistral-small-latest,./prompts/prompt4.txt,15071.0,54969,1008.0,3158,Rh,peroxidase,cubic,concave-cubic,10 nm,10.0,,,,,,,,,,,,,,,4.322 × 10^-8 M,4.3219999999999996e-05,12.915 × 10^-8 M/s,0.00012915,,,-19.8 mV,-19.8,,,2.5 mM,2.5,25 mM,25.0,500 µg/mL,0.5,5 mM,5.0,4.5,25 °C,"[""Sodium hexachlororhodate (III) dodecahydrate"", ""Potassium bromide"", ""Polyvinylpyrrolidone"", ""Ethylene glycol"", ""L-ascorbic acid""]",poly(N-Vinylpyrrolidone),Ethylene glycol,TMB+H2O2
10.1093.jn.117.5.880,mistral,mistral-small-latest,./prompts/prompt4.txt,10493.0,32208,739.0,2638,,glutathione peroxidase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.25 mM,0.25,,,"[""D-(-)-Penicillamine hydrochloride"", ""sodium \u00c3\u0178-mercaptopyruvate"", ""t-butyl mercaptan"", ""S-methylglutathione"", ""L-cysteine"", ""L-ergothioneine"", ""N-(2-mercaptopropionyl)glycine"", ""mercaptosuccinic acid"", ""3-[methylthio]-propionaldehyde"", ""3,3'-thiodipropionic acid"", ""sodium thioglycolate"", ""sodium mercaptopyruvate"", ""2-methyl-2-propanethiol"", ""glutathione""]",,,H2O2+GSH
10.1093.jn.117.5.880,mistral,mistral-small-latest,./prompts/prompt4.txt,10493.0,32208,739.0,2638,,glutathione peroxidase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.25 mM,0.25,,,"[""D-(-)-Penicillamine hydrochloride"", ""sodium \u00c3\u0178-mercaptopyruvate"", ""t-butyl mercaptan"", ""S-methylglutathione"", ""L-cysteine"", ""L-ergothioneine"", ""N-(2-mercaptopropionyl)glycine"", ""mercaptosuccinic acid"", ""3-[methylthio]-propionaldehyde"", ""3,3'-thiodipropionic acid"", ""sodium thioglycolate"", ""sodium mercaptopyruvate"", ""2-methyl-2-propanethiol"", ""glutathione""]",,,GSH+H2O2
10.1016.s0925-5214(98)00026-x,mistral,mistral-small-latest,./prompts/prompt4.txt,6080.0,21934,280.0,968,,peroxidase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.43 mM,0.43,7,25 °C,"[""polyvinylpyrrolidone"", ""potassium phosphate buffer"", ""H2O2"", ""4-aminoantipyrine"", ""phenol""]",polyvinylpyrrolidone,,H2O2+4-aminoantipyrine
10.3390.nano8070451,mistral,mistral-small-latest,./prompts/prompt4.txt,9409.0,32167,632.0,1834,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],,,
10.1016.0031-9422(96)00315-9,mistral,mistral-small-latest,./prompts/prompt4.txt,6772.0,21627,246.0,869,,peroxidase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.147 M,147.0,6,20 °C,"[""abscisic acid"", ""ethephon"", ""calcium chloride"", ""paraquat""]",,,pyrogallol + H2O2
10.1080.00480169.2001.36198,mistral,mistral-small-latest,./prompts/prompt4.txt,8028.0,28282,238.0,833,,glutathione peroxidase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25 °C,"[""barium selenate (BaSeO4)""]",,,
10.1002.mabi.200900208,mistral,mistral-small-latest,./prompts/prompt4.txt,16502.0,49358,2174.0,7124,PAAm-b-PNIPAAm-Te,Glutathione Peroxidase,,spherical,,,,,,,,,,,,,90 nm,90.0,,,0.29 mM,0.29,,,,,,,10719 g/mol,10719.0,62.5 µM,0.0625,5.00 mM,5.0,1.0 µM,,150 µM,0.15,7.0,34 °C,"[""Tris(2-aminoethyl)amine (TREN)"", ""Tris(2-dimethylaminoethy1)amine(Me 6TREN)"", ""N-isopropylacrylamide (NIPAAm)"", ""Sodium borohydride"", ""3-bromo-1-propanol"", ""Diphenyldiselenide"", ""Acrylamide (AAm)"", ""Tellurium powder"", ""Triethylamine"", ""Tetrahydrofuran"", ""Acryloylchloride"", ""Bis(3\u2013hydroxypropyl) telluride"", ""Acryloyloxypropyl 3-hydroxypropyl telluride"", ""tert-butyl 2-bromoacetate"", ""CuBr"", ""DMF"", ""Water""]",PAAm,,TNB + CUOOH
10.1002.mabi.200900208,mistral,mistral-small-latest,./prompts/prompt4.txt,16502.0,49358,2174.0,7124,PAAm-b-PNIPAAm-Te,Glutathione Peroxidase,,spherical,,,,,,,,,,,,,90 nm,90.0,,,,,6530 mM/min,108.83333333333333,,,,,10719 g/mol,10719.0,62.5 µM,0.0625,5.00 mM,5.0,1.0 µM,,150 µM,0.15,7.0,34 °C,"[""Tris(2-aminoethyl)amine (TREN)"", ""Tris(2-dimethylaminoethy1)amine(Me 6TREN)"", ""N-isopropylacrylamide (NIPAAm)"", ""Sodium borohydride"", ""3-bromo-1-propanol"", ""Diphenyldiselenide"", ""Acrylamide (AAm)"", ""Tellurium powder"", ""Triethylamine"", ""Tetrahydrofuran"", ""Acryloylchloride"", ""Bis(3\u2013hydroxypropyl) telluride"", ""Acryloyloxypropyl 3-hydroxypropyl telluride"", ""tert-butyl 2-bromoacetate"", ""CuBr"", ""DMF"", ""Water""]",PAAm,,TNB + CUOOH
10.1002.mabi.200900208,mistral,mistral-small-latest,./prompts/prompt4.txt,16502.0,49358,2174.0,7124,PAAm-b-PNIPAAm-Te,Glutathione Peroxidase,,spherical,,,,,,,,,,,,,90 nm,90.0,,,,,14140 mM/min,235.66666666666666,,,,,10719 g/mol,10719.0,62.5 µM,0.0625,5.00 mM,5.0,1.0 µM,,150 µM,0.15,7.0,34 °C,"[""Tris(2-aminoethyl)amine (TREN)"", ""Tris(2-dimethylaminoethy1)amine(Me 6TREN)"", ""N-isopropylacrylamide (NIPAAm)"", ""Sodium borohydride"", ""3-bromo-1-propanol"", ""Diphenyldiselenide"", ""Acrylamide (AAm)"", ""Tellurium powder"", ""Triethylamine"", ""Tetrahydrofuran"", ""Acryloylchloride"", ""Bis(3\u2013hydroxypropyl) telluride"", ""Acryloyloxypropyl 3-hydroxypropyl telluride"", ""tert-butyl 2-bromoacetate"", ""CuBr"", ""DMF"", ""Water""]",PAAm,,NBT + CUOOH
10.1002.mabi.200900208,mistral,mistral-small-latest,./prompts/prompt4.txt,16502.0,49358,2174.0,7124,PAAm-Te-b-PNIPAAm,Glutathione Peroxidase,,spherical,,,,,,,,,,,,,90 nm,90.0,,,,,1480 mM/min,24.666666666666668,,,,,9150 g/mol,9150.0,62.5 µM,0.0625,5.00 mM,5.0,1.0 µM,,150 µM,0.15,7.0,34 °C,"[""Tris(2-aminoethyl)amine (TREN)"", ""Tris(2-dimethylaminoethy1)amine(Me 6TREN)"", ""N-isopropylacrylamide (NIPAAm)"", ""Sodium borohydride"", ""3-bromo-1-propanol"", ""Diphenyldiselenide"", ""Acrylamide (AAm)"", ""Tellurium powder"", ""Triethylamine"", ""Tetrahydrofuran"", ""Acryloylchloride"", ""Bis(3\u2013hydroxypropyl) telluride"", ""Acryloyloxypropyl 3-hydroxypropyl telluride"", ""tert-butyl 2-bromoacetate"", ""CuBr"", ""DMF"", ""Water""]",PAAm,,TNB + CUOOH
10.1002.mabi.200900208,mistral,mistral-small-latest,./prompts/prompt4.txt,16502.0,49358,2174.0,7124,PAAm-Te-b-PNIPAAm,Glutathione Peroxidase,,spherical,,,,,,,,,,,,,90 nm,90.0,,,,,2110 mM/min,35.166666666666664,,,,,9150 g/mol,9150.0,62.5 µM,0.0625,5.00 mM,5.0,1.0 µM,,150 µM,0.15,7.0,34 °C,"[""Tris(2-aminoethyl)amine (TREN)"", ""Tris(2-dimethylaminoethy1)amine(Me 6TREN)"", ""N-isopropylacrylamide (NIPAAm)"", ""Sodium borohydride"", ""3-bromo-1-propanol"", ""Diphenyldiselenide"", ""Acrylamide (AAm)"", ""Tellurium powder"", ""Triethylamine"", ""Tetrahydrofuran"", ""Acryloylchloride"", ""Bis(3\u2013hydroxypropyl) telluride"", ""Acryloyloxypropyl 3-hydroxypropyl telluride"", ""tert-butyl 2-bromoacetate"", ""CuBr"", ""DMF"", ""Water""]",PAAm,,NBT + CUOOH
10.1016.0304-3940(91)90241-k,mistral,mistral-small-latest,./prompts/prompt4.txt,6594.0,21087,432.0,1579,,catalase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.4,,"[""Nerve growth factor (NGF)""]",,,H2O2
10.1016.0304-3940(91)90241-k,mistral,mistral-small-latest,./prompts/prompt4.txt,6594.0,21087,432.0,1579,,selenium-dependent glutathione peroxidase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.4,,"[""Nerve growth factor (NGF)""]",,,H2O2
10.1126.science.116.3019.503,mistral,mistral-small-latest,./prompts/prompt4.txt,2365.0,9357,1208.0,4337,3-CI-IPC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83-88 F,[],,,
10.1126.science.116.3019.503,mistral,mistral-small-latest,./prompts/prompt4.txt,2365.0,9357,1208.0,4337,IPC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85-88 F,[],,,
10.1126.science.116.3019.503,mistral,mistral-small-latest,./prompts/prompt4.txt,2365.0,9357,1208.0,4337,"2,4-D ethyl ester",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79-90 F,[],,,
10.1126.science.116.3019.503,mistral,mistral-small-latest,./prompts/prompt4.txt,2365.0,9357,1208.0,4337,a-Naphthalenacetic acid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85-88 F,[],,,
10.1126.science.116.3019.503,mistral,mistral-small-latest,./prompts/prompt4.txt,2365.0,9357,1208.0,4337,"2,4-D acid",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79-90 F,[],,,
10.1126.science.116.3019.503,mistral,mistral-small-latest,./prompts/prompt4.txt,2365.0,9357,1208.0,4337,Amo 1618,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79-90 F,[],,,
10.1007.s007750050079,mistral,mistral-small-latest,./prompts/prompt4.txt,10794.0,40457,517.0,1786,C6H6O,peroxidase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1 mM,0.1,1.0 mM,1.0,,,3 mM,3.0,6.5,23 °C,"[""Horseradish peroxidase"", ""Hydrogen peroxide"", ""Potassium ferricyanide"", ""Phosphate buffer""]",,,H2O2+TMB
10.1007.s007750050079,mistral,mistral-small-latest,./prompts/prompt4.txt,10794.0,40457,517.0,1786,C6H6O,peroxidase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1 mM,0.1,1.0 mM,1.0,,,3 mM,3.0,6.5,23 °C,"[""Horseradish peroxidase"", ""Hydrogen peroxide"", ""Potassium ferricyanide"", ""Phosphate buffer""]",,,TMB+H2O2
10.1177.0890334409342987,mistral,mistral-small-latest,./prompts/prompt4.txt,7652.0,29406,269.0,985,,Glutathione Peroxidase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5 mM,1.5,7.0,37 °C,"[""nicotinamide adenine dinucleotide phosphate (NADPH)"", ""glutathione (GSH)"", ""potassium phosphate buffer"", ""EDTA"", ""sodium azide"", ""hydrogen peroxide""]",,,H2O2+GSH
10.1007.s11627-000-0087-2,mistral,mistral-small-latest,./prompts/prompt4.txt,5047.0,18297,334.0,1214,,peroxidase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3 mM,3.0,6.0,30 °C,"[""abscisic acid"", ""polyethylene glycol"", ""2,4-dichlorophenoxyacetic acid"", ""6-benzylaminopurine"", ""kinetin"", ""indole-butyric acid"", ""activated charcoal"", ""sucrose"", ""glutaraldehyde"", ""phosphate buffer"", ""ethanol"", ""CO2"", ""guaiacol"", ""H2O2""]",polyethylene glycol,,guaiacol + H2O2
10.1002.roi.2970030625,mistral,mistral-small-latest,./prompts/prompt4.txt,5917.0,21892,1126.0,4059,,glutathione peroxidase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""sodium selenite""]",,,
10.1002.roi.2970030625,mistral,mistral-small-latest,./prompts/prompt4.txt,5917.0,21892,1126.0,4059,,glutathione peroxidase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""sodium selenite""]",,,
10.1002.roi.2970030625,mistral,mistral-small-latest,./prompts/prompt4.txt,5917.0,21892,1126.0,4059,,glutathione peroxidase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""sodium selenite""]",,,
10.1002.roi.2970030625,mistral,mistral-small-latest,./prompts/prompt4.txt,5917.0,21892,1126.0,4059,,glutathione peroxidase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""sodium selenite""]",,,
10.1002.roi.2970030625,mistral,mistral-small-latest,./prompts/prompt4.txt,5917.0,21892,1126.0,4059,,glutathione peroxidase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""sodium selenite""]",,,
10.1007.bf00277379,mistral,mistral-small-latest,./prompts/prompt4.txt,5299.0,21554,253.0,864,,peroxidase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2% H2O2,,8.0,20 °C,"[""3,3'-diaminobenzidine tetrahydrochloride (DAB)"", ""Tris-HCl buffer"", ""H2O2""]",,,TMB+H2O2
10.1007.bf00213817,mistral,mistral-small-latest,./prompts/prompt4.txt,6555.0,26169,298.0,1096,,peroxidase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.4,23 °C,"[""glutaraldehyde"", ""paraformaldehyde"", ""cacodylate buffer"", ""sucrose"", ""osmium tetroxide"", ""uranyl acetate"", ""lead citrate"", ""diaminobenzidine"", ""H2O2"", ""Tris-HCl buffer"", ""KCN"", ""NaN3"", ""H2O2""]",,,TMB+H2O2
10.1039.d0nr05649a,mistral,mistral-small-latest,./prompts/prompt4.txt,15012.0,50314,1007.0,3111,MoS2,peroxidase,,nanosheets,,,,,,,,,,,,,75 nm,75.0,,,2.9755 mM,2.9755,9.3301 * 10^-8 M/s,9.330099999999999e-05,,,-19.2 mV,-19.2,,,,,,,5 µg/mL,0.005,0.2 mM,0.2,4,37 °C,[],,,TMB+H2O2
10.1039.d0nr05649a,mistral,mistral-small-latest,./prompts/prompt4.txt,15012.0,50314,1007.0,3111,MoS2,peroxidase,,nanosheets,,,,,,,,,,,,,75 nm,75.0,,,0.0058 mM,0.0058,1.2095 * 10^-8 M/s,1.2095e-05,,,-19.2 mV,-19.2,,,,,,,5 µg/mL,0.005,0.4 mM,0.4,4,37 °C,[],,,H2O2+TMB
10.1039.d0nr05649a,mistral,mistral-small-latest,./prompts/prompt4.txt,15012.0,50314,1007.0,3111,MoS2,peroxidase,,nanosheets,,,,,,,,,,,,,75 nm,75.0,,,0.6518 mM,0.6518,10.5474 * 10^-8 M/s,0.000105474,,,-36 mV,-36.0,,,,,,,5 µg/mL,0.005,0.2 mM,0.2,4,37 °C,[],,,TMB+H2O2
10.1039.d0nr05649a,mistral,mistral-small-latest,./prompts/prompt4.txt,15012.0,50314,1007.0,3111,MoS2,peroxidase,,nanosheets,,,,,,,,,,,,,75 nm,75.0,,,0.0348 mM,0.0348,5.8955 * 10^-8 M/s,5.8955e-05,,,-36 mV,-36.0,,,,,,,5 µg/mL,0.005,0.4 mM,0.4,4,37 °C,[],,,H2O2+TMB
10.1016.S0946-672X(03)80009-3,mistral,mistral-small-latest,./prompts/prompt4.txt,5287.0,18675,198.0,740,,glutathione peroxidase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],,,
10.1016.j.bios.2021.113062,mistral,mistral-small-latest,./prompts/prompt4.txt,11102.0,40869,294.0,958,Ti3C2-MXene/BP,oxidase,,nanohybrid,,,,,,,,,,,,,,,,,0.11 μM,0.00011,20.79 μA,,212.07 m2/g,212.07,,,,,0.02 μM,2e-05,10 μM,0.01,,,,,4.0,,"[""black phosphorus"", ""cuprous chloride"", ""Ti3C2-MXene"", ""1-methyl-2-pyrrolidinone (NMP)"", ""hydrofluoric acid (HF)""]",,,NAA
10.1093.jisesa.ieu147,mistral,mistral-small-latest,./prompts/prompt4.txt,10982.0,33298,419.0,1477,,peroxidase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3% H2O2,,6,25 °C,[],,,TMB+H2O2
10.1093.jisesa.ieu147,mistral,mistral-small-latest,./prompts/prompt4.txt,10982.0,33298,419.0,1477,,polyphenol oxidase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.5,38 °C,[],,,catechol
10.1016.j.archoralbio.2017.09.037,mistral,mistral-small-latest,./prompts/prompt4.txt,12717.0,47715,1371.0,4902,,peroxidase,,,,,,,,,,,,,,,,,,,~0.02 mM,0.02,~0.044 μM/s,4.4e-05,,,,,,,0.01 μM,1e-05,20 μM,0.02,,,20 μM,0.02,7.4,37 °C,"[""Coomassie brilliant blue G250"", ""Laemmli sample buffer"", ""2-meraptothenanol"", ""Tris/glycine (TG buffer)"", ""Tris/glycine/SDS buffer (TGS buffer)"", ""4\u201320% precast polyacrylamide gel"", ""Luteolin"", ""Quercetin"", ""Tormentil (Potentilla erecta) rhizome"", ""Ethanol"", ""Methanol"", ""Tween 20"", ""Rabbit anti-LPO monoclonal antibody"", ""Gout anti-rabbit secondary antibody (HRP conjugated)"", ""Hydrochloric acid"", ""Acetic acid"", ""Paraffin pellets"", ""Prestained protein standard (Spectra multicolor broad range protein ladder)"", ""Electrochemiluminescence reagent (ECL reagent)"", ""5,5\u2032-dithiobis-(2-nitrobenzoic acid) (DTNB)"", ""5-thio-2-nitrobenzoic acid (TNB)"", ""2,2\u2032-azinobis(3-ethylbenzothiazoline-6-sulfonic acid) (ABTS)"", ""2\u2032,7\u2032-diacetylchlorofluorescin"", ""Dimethyl sulfoxide (DMSO)"", ""Phosphate buffer"", ""Iron(III)-chloride (FeCl3*6H2O)"", ""Hydrogen peroxide (H2O2)"", ""Thiocyanate (SCN\u2212)"", ""Chloride (Cl\u2212)"", ""3,3\u2032,5,5\u2032-tetramethylbenzidine (TMB)"", ""Sodium acetate"", ""Periodic acid-Schiff\u2019s reagent (PAS)"", ""Trichloroacetic acid"", ""Millipore water (MPW)"", ""Schiff\u2019s reagent"", ""Bovine serum albumin (BSA)"", ""Tris-buffered saline (TBS)"", ""Polyvinylidene fluoride (PVDF) blotting membrane"", ""X-ray films""]",,,TMB+H2O2
10.1016.j.archoralbio.2017.09.037,mistral,mistral-small-latest,./prompts/prompt4.txt,12717.0,47715,1371.0,4902,,peroxidase,,,,,,,,,,,,,,,,,,,~0.02 mM,0.02,~0.044 μM/s,4.4e-05,,,,,,,20 μM,0.02,100 μM,0.1,,,2 mM,2.0,7.4,37 °C,"[""Coomassie brilliant blue G250"", ""Laemmli sample buffer"", ""2-meraptothenanol"", ""Tris/glycine (TG buffer)"", ""Tris/glycine/SDS buffer (TGS buffer)"", ""4\u201320% precast polyacrylamide gel"", ""Luteolin"", ""Quercetin"", ""Tormentil (Potentilla erecta) rhizome"", ""Ethanol"", ""Methanol"", ""Tween 20"", ""Rabbit anti-LPO monoclonal antibody"", ""Gout anti-rabbit secondary antibody (HRP conjugated)"", ""Hydrochloric acid"", ""Acetic acid"", ""Paraffin pellets"", ""Prestained protein standard (Spectra multicolor broad range protein ladder)"", ""Electrochemiluminescence reagent (ECL reagent)"", ""5,5\u2032-dithiobis-(2-nitrobenzoic acid) (DTNB)"", ""5-thio-2-nitrobenzoic acid (TNB)"", ""2,2\u2032-azinobis(3-ethylbenzothiazoline-6-sulfonic acid) (ABTS)"", ""2\u2032,7\u2032-diacetylchlorofluorescin"", ""Dimethyl sulfoxide (DMSO)"", ""Phosphate buffer"", ""Iron(III)-chloride (FeCl3*6H2O)"", ""Hydrogen peroxide (H2O2)"", ""Thiocyanate (SCN\u2212)"", ""Chloride (Cl\u2212)"", ""3,3\u2032,5,5\u2032-tetramethylbenzidine (TMB)"", ""Sodium acetate"", ""Periodic acid-Schiff\u2019s reagent (PAS)"", ""Trichloroacetic acid"", ""Millipore water (MPW)"", ""Schiff\u2019s reagent"", ""Bovine serum albumin (BSA)"", ""Tris-buffered saline (TBS)"", ""Polyvinylidene fluoride (PVDF) blotting membrane"", ""X-ray films""]",,,H2O2+TMB
10.1111.j.1469-8137.1979.tb07558.x,mistral,mistral-small-latest,./prompts/prompt4.txt,6853.0,23315,796.0,2891,,peroxidase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TMB+H2O2
10.1111.j.1469-8137.1979.tb07558.x,mistral,mistral-small-latest,./prompts/prompt4.txt,6853.0,23315,796.0,2891,,peroxidase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,H2O2+TMB
10.1111.j.1469-8137.1979.tb07558.x,mistral,mistral-small-latest,./prompts/prompt4.txt,6853.0,23315,796.0,2891,,catalase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,H2O2
10.1111.j.1469-8137.1979.tb07558.x,mistral,mistral-small-latest,./prompts/prompt4.txt,6853.0,23315,796.0,2891,,amylase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,starch
10.1039.d0tb01337d,mistral,mistral-small-latest,./prompts/prompt4.txt,17948.0,50341,613.0,1866,Co3O4/MoO3,peroxidase,,octahedral,,,,,,,,,,,,,830 nm,830.0,,,0.0352 mM,0.0352,,,55.2 m^2/g,55.2,,,,,0.02 mM,0.02,0.3 mM,0.3,12 mg/L,0.012,0.2 mM,0.2,3.5,40 °C,"[""Co(NO3)2\u20226H2O"", ""2-methylimidazole (2-MIM)"", ""Na2MoO4\u20222H2O"", ""ethanol"", ""water""]",,,TMB+H2O2
10.1039.d0tb01337d,mistral,mistral-small-latest,./prompts/prompt4.txt,17948.0,50341,613.0,1866,Co3O4/MoO3,peroxidase,,octahedral,,,,,,,,,,,,,830 nm,830.0,,,0.134 mM,0.134,,,55.2 m^2/g,55.2,,,,,50 μM,0.05,1000 μM,1.0,12 mg/L,0.012,0.1 mM,0.1,3.5,40 °C,"[""Co(NO3)2\u20226H2O"", ""2-methylimidazole (2-MIM)"", ""Na2MoO4\u20222H2O"", ""ethanol"", ""water""]",,,H2O2+TMB
10.1016.j.jcis.2020.06.001,mistral,mistral-small-latest,./prompts/prompt4.txt,16831.0,53710,2072.0,6548,MoS2/C-Au600,peroxidase,,spherical,,,,,,,,,,,,,93 nm,93.0,,,0.104 mM,0.104,4.54e-7 M/s,0.000454,,,-10.6 mV,-10.6,,,0.05 mM,0.05,2.5 mM,2.5,0.1 mg/mL,0.1,10 mM,10.0,4,60 °C,"[""Pyrrole solution (Py)"", ""Sulfur"", ""HAuCl4\u00b73H2O"", ""Ethanol"", ""3,3',5,5'-tetramethylbenzidine (TMB)"", ""NaNO3"", ""NaF"", ""NaCl"", ""NaBr"", ""Na2SO4"", ""Ammonium acetate"", ""CaCl2"", ""Zn(CH3COO)2\u00b72H2O"", ""KCl"", ""NiCl2\u00b76H2O"", ""MgCl2\u00b76H2O"", ""Glucose"", ""Fructose"", ""Urea"", ""Uric acid"", ""L-histidine"", ""Glycine"", ""L-glutamate"", ""L-phenylalanine"", ""Phosphomolybdic acid (H3PMo12O40\u00b7xH2O, denoted as PMo12)"", ""L-cysteine"", ""Terephthalic acid (TA)"", ""Ascorbic acid"", ""Hydrogen peroxide (H2O2)""]",Polyoxometalates,Ascorbic acid,TMB+H2O2
10.1016.j.jcis.2020.06.001,mistral,mistral-small-latest,./prompts/prompt4.txt,16831.0,53710,2072.0,6548,MoS2/C-Au600,peroxidase,,spherical,,,,,,,,,,,,,93 nm,93.0,,,2.43 mM,2.43,3.73e-7 M/s,0.00037299999999999996,,,-10.6 mV,-10.6,,,1 mM,1.0,35 mM,35.0,0.1 mg/mL,0.1,0.5 mM,0.5,4,60 °C,"[""Pyrrole solution (Py)"", ""Sulfur"", ""HAuCl4\u00b73H2O"", ""Ethanol"", ""3,3',5,5'-tetramethylbenzidine (TMB)"", ""NaNO3"", ""NaF"", ""NaCl"", ""NaBr"", ""Na2SO4"", ""Ammonium acetate"", ""CaCl2"", ""Zn(CH3COO)2\u00b72H2O"", ""KCl"", ""NiCl2\u00b76H2O"", ""MgCl2\u00b76H2O"", ""Glucose"", ""Fructose"", ""Urea"", ""Uric acid"", ""L-histidine"", ""Glycine"", ""L-glutamate"", ""L-phenylalanine"", ""Phosphomolybdic acid (H3PMo12O40\u00b7xH2O, denoted as PMo12)"", ""L-cysteine"", ""Terephthalic acid (TA)"", ""Ascorbic acid"", ""Hydrogen peroxide (H2O2)""]",Polyoxometalates,Ascorbic acid,H2O2+TMB
10.1016.j.jcis.2020.06.001,mistral,mistral-small-latest,./prompts/prompt4.txt,16831.0,53710,2072.0,6548,MoS2/C,peroxidase,,spherical,,,,,,,,,,,,,93 nm,93.0,,,0.224 mM,0.224,2.28e-7 M/s,0.00022799999999999999,,,-8.7 mV,-8.7,,,0.05 mM,0.05,2.5 mM,2.5,0.1 mg/mL,0.1,10 mM,10.0,4,60 °C,"[""Pyrrole solution (Py)"", ""Sulfur"", ""HAuCl4\u00b73H2O"", ""Ethanol"", ""3,3',5,5'-tetramethylbenzidine (TMB)"", ""NaNO3"", ""NaF"", ""NaCl"", ""NaBr"", ""Na2SO4"", ""Ammonium acetate"", ""CaCl2"", ""Zn(CH3COO)2\u00b72H2O"", ""KCl"", ""NiCl2\u00b76H2O"", ""MgCl2\u00b76H2O"", ""Glucose"", ""Fructose"", ""Urea"", ""Uric acid"", ""L-histidine"", ""Glycine"", ""L-glutamate"", ""L-phenylalanine"", ""Phosphomolybdic acid (H3PMo12O40\u00b7xH2O, denoted as PMo12)"", ""L-cysteine"", ""Terephthalic acid (TA)"", ""Ascorbic acid"", ""Hydrogen peroxide (H2O2)""]",Polyoxometalates,Ascorbic acid,TMB+H2O2
10.1016.j.jcis.2020.06.001,mistral,mistral-small-latest,./prompts/prompt4.txt,16831.0,53710,2072.0,6548,MoS2/C,peroxidase,,spherical,,,,,,,,,,,,,93 nm,93.0,,,8.11 mM,8.11,1.89e-7 M/s,0.00018899999999999999,,,-8.7 mV,-8.7,,,1 mM,1.0,35 mM,35.0,0.1 mg/mL,0.1,0.5 mM,0.5,4,60 °C,"[""Pyrrole solution (Py)"", ""Sulfur"", ""HAuCl4\u00b73H2O"", ""Ethanol"", ""3,3',5,5'-tetramethylbenzidine (TMB)"", ""NaNO3"", ""NaF"", ""NaCl"", ""NaBr"", ""Na2SO4"", ""Ammonium acetate"", ""CaCl2"", ""Zn(CH3COO)2\u00b72H2O"", ""KCl"", ""NiCl2\u00b76H2O"", ""MgCl2\u00b76H2O"", ""Glucose"", ""Fructose"", ""Urea"", ""Uric acid"", ""L-histidine"", ""Glycine"", ""L-glutamate"", ""L-phenylalanine"", ""Phosphomolybdic acid (H3PMo12O40\u00b7xH2O, denoted as PMo12)"", ""L-cysteine"", ""Terephthalic acid (TA)"", ""Ascorbic acid"", ""Hydrogen peroxide (H2O2)""]",Polyoxometalates,Ascorbic acid,H2O2+TMB
